species,genus,a,b,n_records,length_type,Lmin_cm,Lmax_cm,family,order,class
Trichomycterus candidus,Trichomycterus,0.0149,2.7,1,SL,2.39,4.97,Trichomycteridae,Siluriformes,Teleostei
Homodiaetus anisitsi,Homodiaetus,0.00494,2.83,1,TL,2.6,4.9,Trichomycteridae,Siluriformes,Teleostei
Corydoras stenocephalus,Corydoras,0.0197,2.81,1,TL,2,3.4,Callichthyidae,Siluriformes,Teleostei
Pseudorinelepis genibarbis,Pseudorinelepis,0.016,3.25,1,SL,10.5,20.5,Loricariidae,Siluriformes,Teleostei
Isbrueckerichthys duseni,Isbrueckerichthys,0.023,3.027,1,SL,1.4,10.8,Loricariidae,Siluriformes,Teleostei
Kronichthys heylandi,Kronichthys,0.0104,2.92,1,TL,2.6,11.4,Loricariidae,Siluriformes,Teleostei
Hypostomus affinis,Hypostomus,0.013,2.82,3,TL,9.3,43.3,Loricariidae,Siluriformes,Teleostei
Hypostomus alatus,Hypostomus,0.039,2.801,1,SL,11.8,36,Loricariidae,Siluriformes,Teleostei
Hypostomus albopunctatus,Hypostomus,0.010795,3.0035,4,TL,4,40,Loricariidae,Siluriformes,Teleostei
Hypostomus ancistroides,Hypostomus,0.0225,2.98,1,SL,0.6,20,Loricariidae,Siluriformes,Teleostei
Hypostomus auroguttatus,Hypostomus,0.015,2.84,1,TL,14,34,Loricariidae,Siluriformes,Teleostei
Pimelodus absconditus,Pimelodus,0.00775,3.09,2,TL,5.5,28.7,Pimelodidae,Siluriformes,Teleostei
Hypostomus derbyi,Hypostomus,0.0173,3.1,1,SL,14.3,31,Loricariidae,Siluriformes,Teleostei
Hypostomus francisci,Hypostomus,0.049,2.785,1,SL,5.2,32.4,Loricariidae,Siluriformes,Teleostei
Hypostomus gymnorhynchus,Hypostomus,0.0161,3.14,1,SL,1,26.6,Loricariidae,Siluriformes,Teleostei
Hypostomus interruptus,Hypostomus,0.021,3.015,1,,1.5,24.6,Loricariidae,Siluriformes,Teleostei
Kronichthys lacerta,Kronichthys,0.016,3.043,1,SL,1.5,6.9,Loricariidae,Siluriformes,Teleostei
Hypostomus lima,Hypostomus,0.029,2.992,1,SL,3.3,22.7,Loricariidae,Siluriformes,Teleostei
Hypostomus regani,Hypostomus,0.01122,2.99,5,SL,2.9,41,Loricariidae,Siluriformes,Teleostei
Hypostomus macrops,Hypostomus,0.048,2.776,1,SL,3.9,15.9,Loricariidae,Siluriformes,Teleostei
Hypostomus margaritifer,Hypostomus,0.01677,2.9,1,SL,9.5,30,Loricariidae,Siluriformes,Teleostei
Hypostomus myersi,Hypostomus,0.0266,3.06,1,SL,10.6,19.5,Loricariidae,Siluriformes,Teleostei
Hypostomus paulinus,Hypostomus,0.02995,2.9305,2,SL,7.1,17.9,Loricariidae,Siluriformes,Teleostei
Hypostomus punctatus,Hypostomus,0.025,2.89,1,SL,2.2,11.1,Loricariidae,Siluriformes,Teleostei
Hypostomus strigaticeps,Hypostomus,0.00805,3.089,1,TL,7.3,39.3,Loricariidae,Siluriformes,Teleostei
Hypostomus subcarinatus,Hypostomus,0.036,2.797,1,SL,14.3,32.2,Loricariidae,Siluriformes,Teleostei
Isorineloricaria tenuicauda,Isorineloricaria,0.0357,2.7885,2,SL,6.5,45,Loricariidae,Siluriformes,Teleostei
Hypostomus ternetzi,Hypostomus,0.009,3.09,1,TL,8.7,34.3,Loricariidae,Siluriformes,Teleostei
Aphanotorulus unicolor,Aphanotorulus,0.02403,2.973,1,SL,10.3,13.5,Loricariidae,Siluriformes,Teleostei
Pterygoplichthys etentaculatus,Pterygoplichthys,0.044,2.826,1,SL,12.5,32.2,Loricariidae,Siluriformes,Teleostei
Trachidermus fasciatus,Trachidermus,0.01035,2.946,2,TL,8.8,38.9,Cottidae,Perciformes/Cottoidei,Teleostei
Favonigobius gymnauchen,Favonigobius,0.0139,2.79,2,TL,3.5,13.4,Gobiidae,Gobiiformes,Teleostei
Cyphocharax magdalenae,Cyphocharax,0.0531,2.7665,4,SL,3.5,27,Curimatidae,Characiformes,Teleostei
Poecilia gillii,Poecilia,0.01587,3.428,2,SL,1.36,5.39,Poeciliidae,Cyprinodontiformes,Teleostei
Cirrhinus molitorella,Cirrhinus,0.0078,3.133,7,TL,4.8,52.8,Cyprinidae,Cypriniformes,Teleostei
Scardinius acarnanicus,Scardinius,0.0042,3.32,6,FL,6.1,38,Leuciscidae,Cypriniformes,Teleostei
Rineloricaria microlepidogaster,Rineloricaria,0.005415,3.042,2,SL,2,17.5,Loricariidae,Siluriformes,Teleostei
Sabanejewia balcanica,Sabanejewia,0.012705,3.302,2,TL,5.5,9.1,Cobitidae,Cypriniformes,Teleostei
Yongeichthys criniger,Yongeichthys,0.0096,3.112,2,SL,4.7,11.3,Gobiidae,Gobiiformes,Teleostei
Acanthoclinus littoreus,Acanthoclinus,0.00966,2.964,1,TL,1.7,12.6,Plesiopidae,Ovalentaria/misc,Teleostei
Dasyloricaria filamentosa,Dasyloricaria,0.006,2.888,1,SL,10,32.2,Loricariidae,Siluriformes,Teleostei
Rineloricaria magdalenae,Rineloricaria,0.0099,2.7915,1,SL,5.5,11.6,Loricariidae,Siluriformes,Teleostei
Pterygoplichthys undecimalis,Pterygoplichthys,0.053,2.682,1,SL,12,28.2,Loricariidae,Siluriformes,Teleostei
Knodus alpha,Knodus,0.0448,2.648,1,SL,1.7,4.1,Stevardiidae,Characiformes,Teleostei
Pimelodella odynea,Pimelodella,0.0208,2.852,1,SL,3.5,10.1,Heptapteridae,Siluriformes,Teleostei
Hypostomus hondae,Hypostomus,0.0499,2.7435,2,SL,4,31.5,Loricariidae,Siluriformes,Teleostei
Esmaeilius sophiae,Esmaeilius,0.0101,3.2435,24,TL,1.356,5.802,Aphaniidae,Cyprinodontiformes,Teleostei
Garcialebias viarius,Garcialebias,0.0029,3.4123,1,TL,1,4.5,Rivulidae,Cyprinodontiformes,Teleostei
Megalebias wolterstorffi,Megalebias,0.0075,3.27,2,TL,2.5,9,Rivulidae,Cyprinodontiformes,Teleostei
Bidenichthys beeblebroxi,Bidenichthys,0.0148,2.919,1,TL,3.6,8.2,Bythitidae,Ophidiiformes,Teleostei
Floridichthys polyommus,Floridichthys,0.0208,3.3248,8,TL,1.5,19.5,Cyprinodontidae,Cyprinodontiformes,Teleostei
Fundulus grandissimus,Fundulus,0.01,3.243,1,SL,2.7,14.8,Fundulidae,Cyprinodontiformes,Teleostei
Fundulus persimilis,Fundulus,0.014,3.432,5,TL,3.41,13.67,Fundulidae,Cyprinodontiformes,Teleostei
Tlaloc labialis,Tlaloc,0.023,3.003,1,SL,3,10.8,Profundulidae,Cyprinodontiformes,Teleostei
Profundulus punctatus,Profundulus,0.023,3.04,1,SL,3.2,7.6,Profundulidae,Cyprinodontiformes,Teleostei
Astroblepus caquetae,Astroblepus,0.00968,3.009,1,TL,4.9,8.7,Astroblepidae,Siluriformes,Teleostei
Astroblepus chapmani,Astroblepus,0.0286,2.8232,1,SL,1.4,12.3,Astroblepidae,Siluriformes,Teleostei
Astroblepus grixalvii,Astroblepus,0.0214,3.0468,1,SL,1.6,14.6,Astroblepidae,Siluriformes,Teleostei
Astroblepus guentheri,Astroblepus,0.0274,2.9543,1,SL,1.3,8.4,Astroblepidae,Siluriformes,Teleostei
Plesiolebias glaucopterus,Plesiolebias,0.0209,3.02,1,SL,1,2.7,Rivulidae,Cyprinodontiformes,Teleostei
Neofundulus parvipinnis,Neofundulus,0.0156,3.04,1,SL,1.4,4.7,Rivulidae,Cyprinodontiformes,Teleostei
Stenolebias damascenoi,Stenolebias,0.0197,3.03,1,SL,0.7,2.4,Rivulidae,Cyprinodontiformes,Teleostei
Astroblepus mancoi,Astroblepus,0.0079,3.126,1,TL,2.2,10.2,Astroblepidae,Siluriformes,Teleostei
Ponticola gorlap,Ponticola,0.07975,2.494,4,TL,6.8,32.6,Gobiidae,Gobiiformes,Teleostei
Astroblepus micrescens,Astroblepus,0.0189,3.0981,1,SL,202,13,Astroblepidae,Siluriformes,Teleostei
Cynopoecilus melanotaenia,Cynopoecilus,0.010625,2.965,2,TL,1.1,4.6,Rivulidae,Cyprinodontiformes,Teleostei
Astroblepus pholeter,Astroblepus,0.03388,2.67,1,SL,2.1,7.2,Astroblepidae,Siluriformes,Teleostei
Laimosemion geayi,Laimosemion,0.0139,3.13,1,SL,1,3.1,Rivulidae,Cyprinodontiformes,Teleostei
Anablepsoides igneus,Anablepsoides,0.0106,3.11,1,SL,1.3,8.4,Rivulidae,Cyprinodontiformes,Teleostei
Anablepsoides limoncochae,Anablepsoides,0.01349,3.25,1,SL,1.6,3.9,Rivulidae,Cyprinodontiformes,Teleostei
Anablepsoides lungi,Anablepsoides,0.0206,2.73,1,SL,1.7,7.1,Rivulidae,Cyprinodontiformes,Teleostei
Anablepsoides urophthalmus,Anablepsoides,0.01,3.137,1,SL,1.232,4.353,Rivulidae,Cyprinodontiformes,Teleostei
Lasiancistrus caucanus,Lasiancistrus,0.0161,3.2378,1,SL,1.6,13.6,Loricariidae,Siluriformes,Teleostei
Platycephalus fuscus,Platycephalus,0.00547,3,1,TL,105,105,Platycephalidae,Perciformes/Scorpaenoidei,Teleostei
Aphaniops ginaonis,Aphaniops,0.00755,3.2705,4,TL,2.11,3.9,Aphaniidae,Cyprinodontiformes,Teleostei
Esmaeilius vladykovi,Esmaeilius,0.0103,3.262,13,TL,1.462,6.124,Aphaniidae,Cyprinodontiformes,Teleostei
Anablepsoides micropus,Anablepsoides,0.01,3.22,1,SL,1.6,4.4,Rivulidae,Cyprinodontiformes,Teleostei
Anatolichthys splendens,Anatolichthys,0.0116,2.9,3,TL,3.87,6.01,Aphaniidae,Cyprinodontiformes,Teleostei
Anatolichthys sureyanus,Anatolichthys,0.009,3.11,3,TL,2.37,4.67,Aphaniidae,Cyprinodontiformes,Teleostei
Anatolichthys transgrediens,Anatolichthys,0.0098,3.29,3,TL,1.78,5.41,Aphaniidae,Cyprinodontiformes,Teleostei
Hypostomus wuchereri,Hypostomus,0.0883,2.56,1,SL,7,35,Loricariidae,Siluriformes,Teleostei
Hypostomus oculeus,Hypostomus,0.0146,2.722,1,TL,2.9,7.7,Loricariidae,Siluriformes,Teleostei
Hypostomus pyrineusi,Hypostomus,0.03713,2.928,1,SL,11.1,21.2,Loricariidae,Siluriformes,Teleostei
Megalancistrus parananus,Megalancistrus,0.029,3.028,3,TL,18.6,55.6,Loricariidae,Siluriformes,Teleostei
Megalancistrus barrae,Megalancistrus,0.015,3.185,1,SL,18.2,41.8,Loricariidae,Siluriformes,Teleostei
Peckoltia oligospila,Peckoltia,0.01936,2.97,1,TL,9,15,Loricariidae,Siluriformes,Teleostei
Cordylancistrus platyrhynchus,Cordylancistrus,0.0224,2.812,1,TL,6.8,8.2,Loricariidae,Siluriformes,Teleostei
Peckoltia vittata,Peckoltia,0.0139,2.99,1,TL,5.5,15,Loricariidae,Siluriformes,Teleostei
Parancistrus aurantiacus,Parancistrus,0.0122,3.19,1,TL,3,20,Loricariidae,Siluriformes,Teleostei
Baryancistrus niveatus,Baryancistrus,0.0136,2.99,1,TL,6.8,34,Loricariidae,Siluriformes,Teleostei
Chaetostoma alternifasciatum,Chaetostoma,0.0129,3.116,1,TL,4.8,9.7,Loricariidae,Siluriformes,Teleostei
Aphos porosus,Aphos,0.01155,3,2,SL,14.9,,Batrachoididae,Batrachoidiformes,Teleostei
Chaetostoma fischeri,Chaetostoma,0.0391,2.89,1,SL,2.8,17,Loricariidae,Siluriformes,Teleostei
Chaetostoma leucomelas,Chaetostoma,0.0277,3.07,1,SL,8.5,20,Loricariidae,Siluriformes,Teleostei
Chaetostoma lineopunctatum,Chaetostoma,0.0146,2.984,1,TL,1.9,11.1,Loricariidae,Siluriformes,Teleostei
Ancistrus marcapatae,Ancistrus,0.0143,2.942,1,TL,2.4,12.4,Loricariidae,Siluriformes,Teleostei
Chaetostoma microps,Chaetostoma,0.04898,2.74,1,SL,2.7,7.2,Loricariidae,Siluriformes,Teleostei
Chaetostoma milesi,Chaetostoma,0.0258,3.0821,1,SL,3.6,14.6,Loricariidae,Siluriformes,Teleostei
Chaetostoma stannii,Chaetostoma,0.047,2.788,1,SL,1.3,9.8,Loricariidae,Siluriformes,Teleostei
Chaetostoma thomsoni,Chaetostoma,0.0303,2.9368,1,SL,1.5,15.1,Loricariidae,Siluriformes,Teleostei
Characidium pterostictum,Characidium,0.0131,3.147,2,SL,2,8.7,Crenuchidae,Characiformes,Teleostei
Bathyclupea hoskynii,Bathyclupea,0.0146,2.85445,2,TL,9.5,19.5,Bathyclupeidae,Acropomatiformes,Teleostei
Hoplunnis pacifica,Hoplunnis,1e-04,3,1,TL,44.8,,Nettastomatidae,Anguilliformes,Teleostei
Serranus aequidens,Serranus,0.011,3.104,1,TL,9,19.5,Serranidae,Perciformes/Serranoidei,Teleostei
Synchiropus atrilabiatus,Synchiropus,0.009,2.945,1,TL,8,16.7,Callionymidae,Callionymiformes,Teleostei
Serranochromis altus,Serranochromis,0.0213,3,1,TL,55,56,Cichlidae,Cichliformes,Teleostei
Pseudopercis semifasciata,Pseudopercis,0.009,3.06505,2,TL,43,106,Pinguipedidae,Perciformes/Uranoscopoidei,Teleostei
Sphyraena tome,Sphyraena,0.0132,2.88,1,TL,,,Sphyraenidae,Carangaria/misc,Teleostei
Synodontis macrostoma,Synodontis,0.018,2.81,1,TL,,,Mochokidae,Siluriformes,Teleostei
Synodontis vanderwaali,Synodontis,0.032,2.613,1,TL,,,Mochokidae,Siluriformes,Teleostei
Ancistrus brevipinnis,Ancistrus,0.0273,3.01,1,SL,1.2,10.7,Loricariidae,Siluriformes,Teleostei
Ancistrus gymnorhynchus,Ancistrus,0.0377,2.964,1,SL,1.4,13.6,Loricariidae,Siluriformes,Teleostei
Ancistrus multispinis,Ancistrus,0.01681,3.1,2,SL,2.76,12.2,Loricariidae,Siluriformes,Teleostei
Ancistrus taunayi,Ancistrus,0.01225,3.345,2,SL,2.7,14,Loricariidae,Siluriformes,Teleostei
Awaous banana,Awaous,0.00885,3.284,1,SL,2.1,9.3,Gobiidae,Gobiiformes,Teleostei
Parotocinclus cearensis,Parotocinclus,0.014,3.44,1,SL,1.63,4.07,Loricariidae,Siluriformes,Teleostei
Caenotropus mestomorgmatos,Caenotropus,0.0159,2.917,1,TL,8,9.2,Chilodontidae,Characiformes,Teleostei
Podothecus sturioides,Podothecus,0.0048,3,2,SL,16.9,,Agonidae,Perciformes/Cottoidei,Teleostei
Podothecus veternus,Podothecus,0.0044,3,2,SL,25,,Agonidae,Perciformes/Cottoidei,Teleostei
Limanda sakhalinensis,Limanda,0.0172,2.8066,1,TL,6,27,Pleuronectidae,Pleuronectiformes,Teleostei
Parotocinclus maculicauda,Parotocinclus,0.011,3.26,3,SL,1.7,6.1,Loricariidae,Siluriformes,Teleostei
Otocinclus flexilis,Otocinclus,0.00999,3.25,2,SL,2.6,6.8,Loricariidae,Siluriformes,Teleostei
Hisonotus francirochai,Hisonotus,0.007,3.28,1,SL,1.5,3.8,Loricariidae,Siluriformes,Teleostei
Hisonotus laevior,Hisonotus,0.00423,2.52,1,TL,2.1,7.5,Loricariidae,Siluriformes,Teleostei
Otocinclus vittatus,Otocinclus,0.05985,2.63,2,SL,1.4,3.19,Loricariidae,Siluriformes,Teleostei
Hisonotus nigricauda,Hisonotus,0.011495,3.08,2,SL,2.2,6,Loricariidae,Siluriformes,Teleostei
Schizolecis guentheri,Schizolecis,0.01212,2.74,1,TL,2.8,4.8,Loricariidae,Siluriformes,Teleostei
Hypoptopoma gulare,Hypoptopoma,0.0638,2.92,1,TL,3,13.5,Loricariidae,Siluriformes,Teleostei
Hypsibarbus vernayi,Hypsibarbus,0.0147,3.301,1,SL,5.3,30,Cyprinidae,Cypriniformes,Teleostei
Channa gachua,Channa,0.009685,2.98915,8,TL,1.9,32.9,Channidae,Anabantiformes,Teleostei
Hypoptopoma thoracatum,Hypoptopoma,0.009,3.09,1,TL,6.5,11.5,Loricariidae,Siluriformes,Teleostei
Harttia loricariformis,Harttia,0.019,2.85,1,SL,10.1,18.6,Loricariidae,Siluriformes,Teleostei
Farlowella amazonum,Farlowella,0.0022,2.82,1,SL,3.7,14.5,Loricariidae,Siluriformes,Teleostei
Farlowella gracilis,Farlowella,5e-04,3.253,1,TL,10,25.5,Loricariidae,Siluriformes,Teleostei
Farlowella martini,Farlowella,0.0024,2.899,1,SL,8.2,19.3,Loricariidae,Siluriformes,Teleostei
Rineloricaria cadeae,Rineloricaria,0.00414,3.2915,2,SL,3.4,12.8,Loricariidae,Siluriformes,Teleostei
Rineloricaria hasemani,Rineloricaria,0.0053,3.156,1,SL,9.1,19.7,Loricariidae,Siluriformes,Teleostei
Rineloricaria lanceolata,Rineloricaria,0.0013,3.444,1,TL,4.8,12.3,Loricariidae,Siluriformes,Teleostei
Rineloricaria longicauda,Rineloricaria,0.006445,2.995,2,SL,1.6,11,Loricariidae,Siluriformes,Teleostei
Rineloricaria parva,Rineloricaria,0.0037,3.1,1,SL,2.7,7.44,Loricariidae,Siluriformes,Teleostei
Rineloricaria strigilata,Rineloricaria,0.00586,3.21,1,TL,5.4,6.7,Loricariidae,Siluriformes,Teleostei
Spatuloricaria evansii,Spatuloricaria,0.0091,2.905,2,SL,1,28.2,Loricariidae,Siluriformes,Teleostei
Spatuloricaria gymnogaster,Spatuloricaria,0.005,3.007,1,SL,10,37,Loricariidae,Siluriformes,Teleostei
Loricaria lata,Loricaria,0.0013,3.3152,1,TL,1.99,19.3,Loricariidae,Siluriformes,Teleostei
Proloricaria prolixa,Proloricaria,0.00207,3.27,1,SL,21.7,46.2,Loricariidae,Siluriformes,Teleostei
Rhadinoloricaria rhami,Rhadinoloricaria,0.0028,3.195,1,TL,4.6,11.2,Loricariidae,Siluriformes,Teleostei
Limatulichthys griseus,Limatulichthys,0.004135,2.97,2,SL,2.4,23.7,Loricariidae,Siluriformes,Teleostei
Pseudoloricaria laeviuscula,Pseudoloricaria,0.0013,3.41,2,SL,4.9,36,Loricariidae,Siluriformes,Teleostei
Loricariichthys acutus,Loricariichthys,0.0047,3.0269,1,SL,9.3,28,Loricariidae,Siluriformes,Teleostei
Loricariichthys anus,Loricariichthys,0.0023,3.34,4,TL,13,41.6,Loricariidae,Siluriformes,Teleostei
Loricariichthys castaneus,Loricariichthys,0.0012,3.36,2,TL,12,39.6,Loricariidae,Siluriformes,Teleostei
Loricariichthys derbyi,Loricariichthys,0.00292,3.41,1,TL,10.3,24.9,Loricariidae,Siluriformes,Teleostei
Loricariichthys platymetopon,Loricariichthys,0.0028,3.312,5,TL,9.8,39,Loricariidae,Siluriformes,Teleostei
Characidium orientale,Characidium,0.0129,3.137,1,SL,2.2,5.7,Crenuchidae,Characiformes,Teleostei
Hoplias lacerdae,Hoplias,0.011,2.98,1,TL,3.8,74.5,Erythrinidae,Characiformes,Teleostei
Odontesthes perugiae,Odontesthes,0.0045,3.2185,2,SL,2.5,28.3,Atherinopsidae,Atheriniformes,Teleostei
Paraliparis holomelas,Paraliparis,0.0056,3,2,SL,5.4,,Liparidae,Perciformes/Cottoidei,Teleostei
Pelteobagrus eupogon,Pelteobagrus,0.024,2.72,1,SL,4.4,20,Bagridae,Siluriformes,Teleostei
Tachysurus pratti,Tachysurus,0.0178,2.77,5,SL,4,32.8,Bagridae,Siluriformes,Teleostei
Fluviphylax zonatus,Fluviphylax,0.0104,3.273,1,TL,0.5,1.8,Fluviphylacidae,Cyprinodontiformes,Teleostei
Careproctus phasma,Careproctus,0.0076,3,2,SL,21.4,,Liparidae,Perciformes/Cottoidei,Teleostei
Basilichthys archaeus,Basilichthys,0.05,2.41,1,SL,8.48,11.61,Atherinopsidae,Atheriniformes,Teleostei
Harttia torrenticola,Harttia,0.019,2.812,1,SL,1.2,13.8,Loricariidae,Siluriformes,Teleostei
Rioraja agassizii,Rioraja,0.017,2.892,3,TL,9.1,59.4,Arhynchobatidae,Rajiformes,Elasmobranchii
Dipturus trachyderma,Dipturus,0.0024,3.16075,4,TL,26,136,Rajidae,Rajiformes,Elasmobranchii
Piabucina elongata,Piabucina,0.0263,2.71,1,SL,2.4,12.7,Lebiasinidae,Characiformes,Teleostei
Piabucina erythrinoides,Piabucina,0.0228,2.9355,2,SL,2,16,Lebiasinidae,Characiformes,Teleostei
Moenkhausia ceros,Moenkhausia,0.0061,3.23,1,TL,2.5,4.6,Acestrorhamphidae,Characiformes,Teleostei
Moenkhausia xinguensis,Moenkhausia,0.0156,3.01,1,TL,3,10.3,Acestrorhamphidae,Characiformes,Teleostei
Moenkhausia costae,Moenkhausia,0.021,3.168,1,SL,1.5,7,Acestrorhamphidae,Characiformes,Teleostei
Tachysurus intermedius,Tachysurus,0.0203,2.966,1,SL,8,17.3,Bagridae,Siluriformes,Teleostei
Tachysurus taeniatus,Tachysurus,0.0093,3.02,1,TL,5.6,15.4,Bagridae,Siluriformes,Teleostei
Tachysurus truncatus,Tachysurus,0.02675,2.72,2,SL,2.1,26.8,Bagridae,Siluriformes,Teleostei
Psalidodon parahybae,Psalidodon,0.0068,3.2,2,TL,6.5,16.9,Acestrorhamphidae,Characiformes,Teleostei
Deuterodon iguape,Deuterodon,0.01965,3.0235,2,SL,3,9.1,Acestrorhamphidae,Characiformes,Teleostei
Tachysurus nitidus,Tachysurus,0.0089,2.993,10,TL,2.9,40.8,Bagridae,Siluriformes,Teleostei
Tachysurus tenuifurcatus,Tachysurus,0.02434,2.593,1,TL,9.9,26.5,Bagridae,Siluriformes,Teleostei
Jupiaba acanthogaster,Jupiaba,0.0149,3.25,1,SL,2.88,4.33,Acestrorhamphidae,Characiformes,Teleostei
Tachysurus vachellii,Tachysurus,0.0159,2.97,7,TL,3,42.3,Bagridae,Siluriformes,Teleostei
Phenacogaster franciscoensis,Phenacogaster,0.016,3.233,1,SL,1.3,4.5,Characidae,Characiformes,Teleostei
Tachysurus dumerili,Tachysurus,0.01067,3.0035,6,SL,3.9,80.4,Bagridae,Siluriformes,Teleostei
Liobagrus anguillicauda,Liobagrus,0.013,2.89,1,TL,5.2,12.1,Amblycipitidae,Siluriformes,Teleostei
Liobagrus marginatus,Liobagrus,0.0208,2.85,5,TL,4.6,14,Amblycipitidae,Siluriformes,Teleostei
Hyphessobrycon santae,Hyphessobrycon,0.025,2.948,1,SL,1.53,5,Acestrorhamphidae,Characiformes,Teleostei
Deuterodon luetkenii,Deuterodon,0.0134,3.085,4,SL,1.9,9.3,Acestrorhamphidae,Characiformes,Teleostei
Euchiloglanis kishinouyei,Euchiloglanis,0.01525,2.935,4,TL,4.3,20.8,Sisoridae,Siluriformes,Teleostei
Hyphessobrycon coelestinus,Hyphessobrycon,0.023,2.81,1,SL,2.42,3.31,Acestrorhamphidae,Characiformes,Teleostei
Liparis chefuensis,Liparis,0.016,3,1,TL,5.6,9.7,Liparidae,Perciformes/Cottoidei,Teleostei
Palmoliparis beckeri,Palmoliparis,0.0349,2.789,1,TL,15,42,Liparidae,Perciformes/Cottoidei,Teleostei
Glyptothorax silviae,Glyptothorax,0.009,3.01,4,TL,3.04,13.44,Sisoridae,Siluriformes,Teleostei
Astyanax microlepis,Astyanax,0.0112,3.437,1,SL,3.7,12.5,Acestrorhamphidae,Characiformes,Teleostei
Jupiaba essequibensis,Jupiaba,0.0086,3.25,1,TL,2.1,5.1,Acestrorhamphidae,Characiformes,Teleostei
Jupiaba polylepis,Jupiaba,0.00685,3.36745,2,TL,1.83,7.3,Acestrorhamphidae,Characiformes,Teleostei
Astyanax maximus,Astyanax,0.00826,3.1675,2,TL,3.2,25,Acestrorhamphidae,Characiformes,Teleostei
Acestrorhynchus lacustris,Acestrorhynchus,0.011195,3.065,4,SL,10,31.8,Acestrorhynchidae,Characiformes,Teleostei
Brachychalcinus copei,Brachychalcinus,0.0427,3.2283,2,TL,3.75,9,Acestrorhamphidae,Characiformes,Teleostei
Hemigrammus analis,Hemigrammus,0.0101,3.4546,1,TL,0.7,3.9,Acestrorhamphidae,Characiformes,Teleostei
Hemigrammus lunatus,Hemigrammus,0.0108,3.49,1,SL,2.8,3.74,Acestrorhamphidae,Characiformes,Teleostei
Bryconamericus diaphanus,Bryconamericus,0.0076,3.146,1,TL,3.5,13,Stevardiidae,Characiformes,Teleostei
Ceratobranchia binghami,Ceratobranchia,0.0082,3.16,1,TL,2.6,6.2,Stevardiidae,Characiformes,Teleostei
Odontostilbe fugitiva,Odontostilbe,0.0117,2.863,1,TL,2.9,4.4,Characidae,Characiformes,Teleostei
Creagrutus cochui,Creagrutus,0.0115,2.997,1,TL,5.2,11.3,Stevardiidae,Characiformes,Teleostei
Cynopotamus amazonum,Cynopotamus,0.0156,3.162,4,SL,7,23.1,Characidae,Characiformes,Teleostei
Galeocharax gulo,Galeocharax,0.007,3.336,3,SL,5.5,25,Characidae,Characiformes,Teleostei
Hemigrammus schmardae,Hemigrammus,0.01145,3.0485,2,SL,1.2,5.4,Acestrorhamphidae,Characiformes,Teleostei
Serrapinnus heterodon,Serrapinnus,0.00975,3.133,4,SL,0.86,8.26,Characidae,Characiformes,Teleostei
Knodus megalops,Knodus,0.0139,2.949,1,TL,4.3,6.9,Stevardiidae,Characiformes,Teleostei
Knodus moenkhausii,Knodus,0.0201,2.8,1,SL,0.9,4.3,Stevardiidae,Characiformes,Teleostei
Metynnis luna,Metynnis,0.04406,3.091,1,SL,4.5,12.9,Serrasalmidae,Characiformes,Teleostei
Moenkhausia lepidura,Moenkhausia,0.0168,2.9375,2,SL,2.7,10.5,Acestrorhamphidae,Characiformes,Teleostei
Myleus setiger,Myleus,0.0318,3.143,5,SL,7.3,28.7,Serrasalmidae,Characiformes,Teleostei
Odontostilbe paraguayensis,Odontostilbe,0.0765,2.38,1,SL,1.5,3.3,Characidae,Characiformes,Teleostei
Pristis perotteti,Pristis,0.04,2.56,1,TL,,,Pristidae,Rhinopristiformes,Elasmobranchii
Bathyraja brachyurops,Bathyraja,0.002,3.303,1,TL,30,103,Arhynchobatidae,Rajiformes,Elasmobranchii
Salminus affinis,Salminus,0.01015,3.138,2,SL,9.4,46.5,Bryconidae,Characiformes,Teleostei
Salminus hilarii,Salminus,0.01665,3.044,6,SL,5.3,42.2,Bryconidae,Characiformes,Teleostei
Raneya brasiliensis,Raneya,0.00434,3.095,4,TL,4.1,30,Ophidiidae,Ophidiiformes,Teleostei
Triportheus albus,Triportheus,0.01709,2.947,3,TL,3,25.7,Triportheidae,Characiformes,Teleostei
Microschemobrycon elongatus,Microschemobrycon,0.0143,2.64,1,TL,2.3,4.5,Characidae,Characiformes,Teleostei
Anodus elongatus,Anodus,0.0049,3.37,5,SL,9.2,27,Hemiodontidae,Characiformes,Teleostei
Bivibranchia fowleri,Bivibranchia,0.0083,3.09,1,TL,3,19.2,Hemiodontidae,Characiformes,Teleostei
Hemiodus amazonum,Hemiodus,0.0287,2.999,1,SL,9,20.5,Hemiodontidae,Characiformes,Teleostei
Hemiodus atranalis,Hemiodus,0.0048,3.4881,1,SL,12,20,Hemiodontidae,Characiformes,Teleostei
Pyrrhulina australis,Pyrrhulina,0.039,2.87,2,SL,1.2,3.8,Lebiasinidae,Characiformes,Teleostei
Curimata aspera,Curimata,0.0282,2.99,1,SL,3,6.8,Curimatidae,Characiformes,Teleostei
Prochilodus mariae,Prochilodus,0.066,2.74,1,SL,19.2,40.6,Prochilodontidae,Characiformes,Teleostei
Prochilodus brevis,Prochilodus,0.01065,3.103,4,TL,5.8,32.8,Prochilodontidae,Characiformes,Teleostei
Cyphocharax stilbolepis,Cyphocharax,0.0083,3.13,1,TL,7.8,17,Curimatidae,Characiformes,Teleostei
Prochilodus vimboides,Prochilodus,0.0413,2.74,2,SL,18.6,46.5,Prochilodontidae,Characiformes,Teleostei
